113.30450,34.82062,麗枫酒店(郑州经开区国际物流园方特店)
113.63504,34.73309,锦江都城酒店(郑州嵩山路店)
113.83204,34.54404,维也纳酒店(郑州机场店)
113.70418,34.78559,郑州未来宜居净宜酒店
113.76059,34.77694,郑州麒御酒店（东站会展中心店）
113.64995,34.72260,锦江都城酒店(郑州二七万达广场店)
113.71332,34.77789,希岸酒店(郑州未来路会展中心店)
113.77566,34.73396,维也纳酒店(郑州第八大街店)
113.67752,34.70525,郑州凯宾世家酒店
113.62010,34.79479,喜鹊愉家旅馆(郑州中原万达店)
113.83548,34.54319,米兰印象酒店(郑州国际机场店)
113.73550,34.72887,维也纳国际酒店(郑州中原福塔店)
113.68852,34.78268,璞华酒店(郑州花园路店)(原豫粮大酒店)
113.71745,34.75262,维也纳酒店(郑州郑汴路店)(原华豫柠檬酒店)
113.70586,34.72591,H酒店(郑州航海路店)
113.78274,34.75398,维也纳酒店(郑州东站连邦大厦店)
113.66661,34.69816,郑州轻巢酒店
113.68934,34.81381,全季酒店(郑州花园路店)
113.67337,34.77523,未来宜居精品酒店(郑州文化路郑大二附院店)
113.66094,34.80602,锦江之星品尚(郑州东风路轻工业学院店)
113.58252,34.81311,麗枫酒店(郑州高新区科学大道店)
113.64966,34.82685,希岸酒店(郑州国基路店)
113.63684,34.75460,锦江之星品尚(郑州大学陇海路店)
113.67233,34.80338,郑州喆非酒店(原郑州墨秀丽都酒店)
113.65588,34.74269,郑州爱美乐风格酒店
113.69019,34.78946,郑州雨果城市酒店
113.74164,34.77676,晶玺.爱丽舍酒店(郑州东站CBD会展中心店)
113.71221,34.78566,宜尚酒店(郑州会展中心红专路店)
113.69497,34.77748,全季酒店(郑州紫荆山花园路店)
113.64995,34.79236,山水时尚酒店(郑州农业路店)
113.61984,34.73323,宜必思酒店(郑州陇海路店)
113.65483,34.82475,郑州枫桥盈客商务酒店
113.72499,34.75348,喆啡酒店(郑州郑汴路会展中心店)
113.86762,34.57169,茉舍·致家酒店(郑州航空港机场店)
113.60448,34.76303,鑫地酒店(郑州中原万达店)
113.69389,34.78940,鸿果时尚酒店(郑州国贸360店)
113.70987,34.76511,郑州铂瑞映象酒店
113.66327,34.82583,喆啡酒店(郑州北环海洋馆店)
113.71327,34.77582,万悦酒店(郑州CBD会展中心店)
113.71308,34.70731,希岸·轻雅酒店(郑州南三环中原福塔店)
113.69888,34.77701,爱泊酒店(郑州经三路红旗路店)
113.86955,34.56934,喜鹊愉家旅馆(郑州机场店)
113.75585,34.75398,茉舍酒店(郑州高铁东站商都路店)
105.08255,29.59849,郑州恒熙景观酒店
113.77256,34.79658,麒御酒店(郑州郑东一附院店)
113.54740,34.80871,郑州云士酒店
113.55435,34.80015,宜尚酒店(郑州大学新校区店)(原高新区店)
113.67456,34.75761,如家商旅酒店(郑州火车站二七广场地铁站店)
113.71359,34.78586,平煤商务宾馆(郑州CBD会展中心店)
113.72530,34.75609,松子时尚酒店(郑州CBD会展中心店)
113.72308,34.72680,老房子台湾人文茶馆客栈（郑州高铁东站店）
113.69914,34.80335,郑州威尼斯大酒店
113.57464,34.80955,郑州梦工厂影院酒店(原梦工厂精品酒店)
113.72484,34.77797,半亩城宿酒店(郑州东站会展中心店)
113.66634,34.75291,和颐至格酒店(郑州火车站店)
113.70670,34.76840,未来宜居尚慧酒店(郑州燕庄地铁站店)
113.67779,34.79236,世纪星连锁精品酒店(郑州农业路博物院店)
113.64817,34.82625,郑州星悦酒店
113.62010,34.79479,锦江之星品尚(郑州万达广场华山路店)
113.68881,34.78529,世纪星精品酒店(郑州花园路国贸360店)
113.83548,34.54319,郑州空港中州国际饭店
113.63070,34.75723,如家商旅酒店(郑州市政府建设路店)
113.69717,34.74535,郑州蓝孔雀世界风情旅馆
113.71127,34.78219,喆啡酒店(郑州会展中心店)
113.66286,34.77193,如家精选酒店(郑州金水路大石桥店)（原南阳路店）
113.77146,34.76697,郑州觉·酒店
113.72499,34.75273,锦江白玉兰酒店(郑州英协路店)(原郑东新区会展中心店)
113.63315,34.71826,希岸·轻雅酒店(郑州嵩山南路二七万达店)
113.83548,34.54319,华美酒店(郑州机场店)
113.55480,34.80015,锦江之星品尚(郑州大学梧桐街地铁站店)
113.75073,34.77484,维纳斯精品酒店(郑州东站会展中心店)
113.72528,34.75387,臻悦酒店(郑州CBD会展中心店)
113.95943,34.78755,郑州学术交流中心酒店
113.80347,34.81906,中州华舍酒店(郑州CBD会展中心店)
113.69414,34.77782,郑州山河宾馆
113.74249,34.74395,郑州怡尚精品酒店
113.75297,34.74286,盛逸国际酒店(郑州第三大街店)
113.77948,34.76114,豪力酒店(郑州高铁东站店)
113.68852,34.78268,河南金质大酒店
113.56900,34.83183,郑州正尚花园酒店
113.56003,34.80749,昆仑乐居酒店(郑州郑大新校区店)
113.74046,34.78977,旅程酒店郑州CBD会展中心店
113.83403,34.53943,郑州金德福大酒店
113.71852,34.76830,弘义迎宾酒店(郑州会展中心店)
113.74146,34.77914,尚茉酒店(郑州CBD会展中心店)
113.63142,34.75344,锦江之星(郑州火车站二七广场地铁站店)
113.67602,34.75741,恒泰睿德酒店(郑州二七广场地铁站店)
113.83873,34.53814,郑州机场大酒店
113.66710,34.75965,安信铂客酒店(郑州火车站店)
113.72565,34.77595,安泰精品酒店(郑州CBD会展中心高铁站店)
113.68227,34.76462,河南明珠大酒店
113.75107,34.76100,郑州中粤酒店(原南北公馆(郑州会展中心店))
113.54301,34.80756,郑州艾木生活酒店
113.75640,34.75921,郑州银河国际酒店
113.70761,34.71919,维也纳酒店(郑州航海东路店)
113.67327,34.76901,郑州华联广州大酒店
113.70261,34.78121,郑州斯维登服务公寓(省人民医院璞丽)
113.58916,34.78893,喆啡酒店(郑州高新区瑞达路店)
113.68065,34.77768,郑州爱琴海中州颐和酒店
113.68559,34.77006,河南龙祥宾馆
113.74680,34.75592,郑州一湾明月酒店
113.77815,34.73971,郑州美兰假日酒店
113.67098,34.80574,河南索尔斯精品酒店
113.71747,34.75557,莱酒店LAIHOTEL(郑州市CBD会展中心店)
113.58597,34.79016,山水时尚酒店(郑州高新区店)
113.73946,34.75458,中州商务酒店(郑州商都路店)
113.65925,34.87763,郑州锦绣龙城商务酒店
113.80868,34.78174,郑州龙湖培训中心
113.72079,34.75119,铂雅一舍精品酒店（郑州会展中心店）
113.68412,34.78533,郑州怡美酒店
113.64986,34.75864,郑州蓝杉芸曼酒店
113.76819,34.75245,郑州有戏电影酒店
113.67293,34.75785,郑州天河大酒店
113.80347,34.81906,宜家酒店（郑州国际会展中心店）
113.76819,34.75245,郑州华聚酒店(原丽东国际酒店)
113.78054,34.76075,非繁·臻品酒店(郑州高铁东站店)
113.68075,34.74430,郑州海森商务酒店
113.73000,34.77435,栖桐酒店(郑州CBD会展中心店)
113.57473,34.82282,郑州烟草科技公寓酒店
113.70675,34.76385,郑州天基中州颐和酒店(曼哈顿商圈地铁1号线燕庄店)
113.63935,34.70581,仟那家风精品酒店(郑州兴华南街店)
113.74171,34.77623,郑州景峰豪悦酒店
113.81555,34.79727,郑州云顶酒店
113.70545,34.80129,郑州豫商大酒店
113.56150,34.81312,中原油田郑州金桥商务酒店
113.69386,34.79225,郑州东方粤海大酒店
113.63269,34.81543,郑州凯润商务酒店
113.73963,34.75401,青雅酒店(郑州会展中心店)
113.76538,34.74772,郑州拾间旅馆
113.66715,34.75487,郑州红珊瑚酒店
113.76917,34.73971,悦榕假日酒店(郑州东站店)
113.67988,34.76317,华豫七彩复式酒店(郑州二七广场店)
113.69920,34.77575,郑州佰利酒店
113.83728,34.53979,郑州鑫港假日酒店
113.67050,34.75324,郑州中原大厦天鹅宾馆
113.80347,34.81906,郑州兰图酒店
113.71387,34.77498,郑州风华酒店
113.64287,34.74647,郑州生茂饭店
113.56568,34.83193,郑州富宜时尚酒店
113.64986,34.75864,郑州海馨静悦酒店
113.67069,34.79336,郑州橡树5季酒店
113.56396,34.82534,郑州爱之酒店
113.64986,34.75864,郑州华商国际商务酒店
113.58916,34.78671,郑州玖特悦享酒店
113.83548,34.54319,郑州桔子·轻雅酒店
113.75312,34.75428,郑州迹遇酒店
113.86820,34.57124,郑州顺航精品酒店
113.54025,34.71988,非繁城品酒店(郑州马寨工业园店)
113.67056,34.75332,郑州大同宾馆
113.63684,34.75460,格瑞斯天籁酒店(郑州火车站二七广场店)
113.68922,34.79103,郑州禧来假日酒店
113.73925,34.76695,郑州豫鹰宾馆
113.61948,34.75445,郑州嵩阳饭店
113.69131,34.78388,郑州中天迎宾馆
113.51837,34.71453,未来中州颐和酒店(郑州科技学院学术交流中心店)
113.72308,34.72680,郑州仟之悦酒店
113.71987,34.76549,河南德亿大酒店
113.68997,34.78564,郑州豫棉宾馆
113.77846,34.77031,郑州仁义礼智信酒店
113.67811,34.76120,郑州格瑞斯国际酒店
113.68830,34.79507,非繁·印象酒店(郑州国基路店)(原沙门地铁口店)
113.68853,34.75490,郑州小浪底宾馆
113.76652,34.77831,郑州乐巷酒店
113.67825,34.87749,郑州迎宾假日酒店
113.66876,34.75518,郑州大酒店
113.66480,34.78790,郑州桃李园大酒店
113.69372,34.78682,郑州金审宾馆
113.67878,34.77273,宜尚酒店(郑州金水路店)
113.70272,34.78130,郑州汀澜行政公寓
113.69916,34.76898,河南省金河宾馆
